id,PD.10.HC,PD.10.PC,PD.10,PD.11.HC,PD.11.PC,PD.11,PD.12.HC,PD.12.PC,PD.12,PD.13.HC,PD.13.PC,PD.13,PD.14.HC,PD.14.PC,PD.14,PD.15.HC,PD.15.PC,PD.15,PD.16.HC,PD.16.PC,PD.16,PD.17.HC,PD.17.PC,PD.17,PD.18.HC,PD.18.PC,PD.18,PD.19.HC,PD.19.PC,PD.19,PD.1.HC,PD.1.PC,PD.1,PD.20.HC,PD.20.PC,PD.20,PD.21.HC,PD.21.PC,PD.21,PD.22.HC,PD.22.PC,PD.22,PD.23.HC,PD.23.PC,PD.23,PD.24.HC,PD.24.PC,PD.24,PD.25.HC,PD.25.PC,PD.25,PD.26.HC,PD.26.PC,PD.26,PD.27.HC,PD.27.PC,PD.27,PD.28.HC,PD.28.PC,PD.28,PD.29.HC,PD.29.PC,PD.29,PD.2.HC,PD.2.PC,PD.2,PD.30.PC,PD.30,PD.31.PC,PD.31,PD.32.PC,PD.32,PD.33.PC,PD.33,PD.34.PC,PD.34,PD.35.PC,PD.35,PD.36.PC,PD.36,PD.37.PC,PD.37,PD.38.PC,PD.38,PD.39.PC,PD.39,PD.3.HC,PD.3.PC,PD.3,PD.40.PC,PD.40,PD.41.PC,PD.41,PD.42,PD.43,PD.44,PD.45,PD.46,PD.47,PD.48,PD.4.HC,PD.4.PC,PD.4,PD.5.HC,PD.5.PC,PD.5,PD.6.HC,PD.6.PC,PD.6,PD.7.HC,PD.7.PC,PD.7,PD.8.HC,PD.8.PC,PD.8,PD.9.HC,PD.9.PC,PD.9
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,0.2338,0,1.05072,0.0561,0,0.23174,0.34882,0,0.0197,0,0.103,0.18201,0,0.00402,0.22055,0,0,0.39587,0,0.1102,0,0,0.00272,0,0.02245,0,0.03414,0,0,0,0.159,0,0,0,0,0,0.02423,0,0,0.10557,0,0.2717,0.26214,0,0.05039,0,0,0.02598,0,0,0,0,0.17245,0,0,0.12342,0,0.04816,0,0.08156,0,0,0,0,0.34804,0.1445,0,0,0,0.11606,0,0,0.04797,0.01831,0,0,0,0,0.30752,0,0,0.02688,0,0,0,0,0.01224,0.06245,0,0.00215,0,0,0,0.15715,0,0,0,0,0,0,0,0.07796,0,0,0,0.05847,0,0.13337,0,0.01063,0.03037,0,0.02019,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025,0.2338,0,1.05072,0.0561,0,0.23174,0.34882,0,0.0197,0,0.103,0.18201,0,0.00402,0.22055,0,0,0.39587,0,0.1102,0,0,0.00272,0,0.02245,0,0.03414,0,0,0,0.159,0,0,0,0,0,0.02423,0,0,0.10557,0,0.2717,0.26214,0,0.05039,0,0,0.02598,0,0,0,0,0.17245,0,0,0.12342,0,0.04816,0,0.08156,0,0,0,0,0.34804,0.1445,0,0,0,0.11606,0,0,0.04797,0.01831,0,0,0,0,0.30752,0,0,0.02688,0,0,0,0,0.01224,0.06245,0,0.00215,0,0,0,0.15715,0,0,0,0,0,0,0,0.07796,0,0,0,0.05847,0,0.13337,0,0.01063,0.03037,0,0.02019,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,0,1.63202,0,0,0,0,0,5.37211,0,0.20312,0,0,0,0,0,0.01769,0,0,0,0,0.01135,1.20769,0,0.40151,0,0,0,0,7.00173,0,0,2.2385,0,0,0,0,0.07105,1.12001,3.00844,0,0,0,0,0.57472,0,0,0,0,0,0,0,0.00289,0,0.07232,0.6371,0,0,0,0,0,0,0.4916,0,0,0,0,0,0,0.79013,0,0,0,1.52266,0,0.79533,0.03923,0,0,3.46159,0,0.03758,0,0.25839,0,0,0,0,0,0.06089,0,0,0,0,0,0,0,0.02618,0,0.38637,0.02379,0.32637,3.09052,0.15572,0,0,0,0.40545,0,0,0,0,0,0,0,0,0,0.20817,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified,0,0,0,0,0,0,0,0,0,0.67307,0,0,0,0.6279,0,0,0,0,0,0,0,0,0.29308,0,0,0.568,0,0.83759,0,0.01968,0,0,0.01461,0,0.96693,0,0,0,0,0,0.10744,0,0,0,0,0,0,0,2.28872,0,0.14414,0.12483,0,0,0,0,0,0,0.39049,0,0,0,0,0,0,0,0.82345,0,0.49263,0.01221,0,0,0,0,0,0.00836,0,0,0,0,0,0,0,0,0,0.11694,0.00672,0,0,0.44342,0,0,0,0,0,0.01648,0.00342,0,0.04959,0,0,0,0,0,0.09517,0,0.49479,0,0,0,0.10316,0,0,0.0938,0,0,0.12439,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra|t__GCF_000250875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,0,1.63202,0,0,0,0,0,5.37211,0,0.20312,0,0,0,0,0,0.01769,0,0,0,0,0.01135,1.20769,0,0.40151,0,0,0,0,7.00173,0,0,2.2385,0,0,0,0,0.07105,1.12001,3.00844,0,0,0,0,0.57472,0,0,0,0,0,0,0,0.00289,0,0.07232,0.6371,0,0,0,0,0,0,0.4916,0,0,0,0,0,0,0.79013,0,0,0,0,0,0.79533,0.03923,0,0,3.46159,0,0.03758,0,0.25839,0,0,0,0,0,0.06089,0,0,0,0,0,0,0,0.02618,0,0.38637,0.02379,0.32637,3.09052,0.15572,0,0,0,0.40545,0,0,0,0,0,0,0,0,0,0.20817,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified,0,1.63202,0,0,0,0,0,5.37211,0,0.20312,0,0,0,0,0,0.01769,0,0,0,0,0.01135,1.20769,0,0.40151,0,0,0,0,7.00173,0,0,2.2385,0,0,0,0,0.07105,1.12001,3.00844,0,0,0,0,0.57472,0,0,0,0,0,0,0,0.00289,0,0.07232,0.6371,0,0,0,0,0,0,0.4916,0,0,0,0,0,0,0.79013,0,0,0,0,0,0.79533,0.03923,0,0,3.46159,0,0.03758,0,0.25839,0,0,0,0,0,0.06089,0,0,0,0,0,0,0,0.02618,0,0.38637,0.02379,0.32637,3.09052,0.15572,0,0,0,0.40545,0,0,0,0,0,0,0,0,0,0.20817,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,0,0.04183,0,1.19904,0.12223,0,0.13041,0,0,0,0.24964,0,0.77802,0,2.2359,0,0,0,0.39263,0.25302,0.1203,0.05277,0.18784,0.0924,0.06368,0.01562,0.06838,1.19052,0.2836,0.86669,0.75058,0.59739,0.7064,0.0961,0.10939,0,0.08608,0.83168,0.38037,0,0.1499,0,0.4834,0.05318,0.98408,0.14061,1.21727,0.45922,0.00659,0,0.29867,0.11752,1.98797,0.11,0.31006,0.22867,0.66255,0.67803,0.07728,0.51024,0.0256,1.11444,0,0.26369,0.48391,1.00256,0.13277,0,0.19074,1.22437,0,0,0.02963,0.10474,0.06418,0.14771,0,0.92684,1.17556,0.66434,0.23709,0.28147,0.1424,0.52937,0,0.11189,0.06839,0.21967,0.4407,0.06122,0.1461,0.51582,0.08395,0.17038,0.23844,0.20932,0.08294,0,0.16915,0.48676,0.05118,0.64335,1.66268,0.25946,0.24392,0.64509,0.08615,0.79156,0.73119,0.10062,0.33018,1.45286,0,0.39168,0.00279,0.19565,0.04547,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,0,0.04183,0,1.19904,0.12223,0,0.13041,0,0,0,0.24964,0,0.77802,0,2.2359,0,0,0,0.39263,0.25302,0.1203,0.05277,0.18784,0.0924,0.06368,0.01562,0.06838,1.19052,0.2836,0.86669,0.75058,0.59739,0.7064,0.0961,0.10939,0,0.08608,0.83168,0.38037,0,0.1499,0,0.4834,0.05318,0.98408,0.14061,1.21727,0.45922,0.00659,0,0.29867,0.11752,1.98797,0.11,0.31006,0.22867,0.66255,0.67803,0.07728,0.51024,0.0256,1.11444,0,0.26369,0.48391,1.00256,0.13277,0,0.19074,1.22437,0,0,0.02963,0.10474,0.06418,0.14771,0,0.92684,1.17556,0.66434,0.23709,0.28147,0.1424,0.52937,0,0.11189,0.06839,0.21967,0.4407,0.06122,0.1461,0.51582,0.08395,0.17038,0.23844,0.20932,0.08294,0,0.16915,0.48676,0.05118,0.64335,1.66268,0.25946,0.24392,0.64509,0.08615,0.79156,0.73119,0.10062,0.33018,1.45286,0,0.39168,0.00279,0.19565,0.04547,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,0,0.04183,0,1.19904,0.12223,0,0.13041,0,0,0,0.24964,0,0.77802,0,2.2359,0,0,0,0.39263,0.25302,0.1203,0.05277,0.18784,0.0924,0.06368,0.01562,0.06838,1.19052,0.2836,0.86669,0.75058,0.59739,0.7064,0.0961,0.10939,0,0.08608,0.83168,0.38037,0,0.1499,0,0.4834,0.05318,0.98408,0.14061,1.21727,0.45922,0.00659,0,0.29867,0.11752,1.98797,0.11,0.31006,0.22867,0.66255,0.67803,0.07728,0.51024,0.0256,1.11444,0,0.26369,0.48391,1.00256,0.13277,0,0.19074,1.22437,0,0,0.02963,0.10474,0.06418,0.14771,0,0.92684,1.17556,0.66434,0.23709,0.28147,0.1424,0.52937,0,0.11189,0.06839,0.21967,0.4407,0.06122,0.1461,0.51582,0.08395,0.17038,0.23844,0.20932,0.08294,0,0.16915,0.48676,0.05118,0.64335,1.66268,0.25946,0.24392,0.64509,0.08615,0.79156,0.73119,0.10062,0.33018,1.45286,0,0.39168,0.00279,0.19565,0.04547,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,0,0.04183,0,1.19904,0.12223,0,0.13041,0,0,0,0.24964,0,0.77802,0,1.89669,0,0,0,0.39263,0.25302,0.1203,0,0.18784,0.08721,0.06368,0.01562,0.02879,1.19052,0.2836,0.84464,0.75058,0.28595,0.42283,0.0961,0.10939,0,0.08608,0.36995,0.38037,0,0.06755,0,0.4834,0.05318,0.64383,0,1.21727,0.3896,0.00659,0,0.10679,0.11752,1.81313,0.09531,0.02229,0.06587,0.66255,0,0.07728,0.51024,0.0256,1.11444,0,0.26369,0.48391,1.00256,0.13277,0,0.19074,0.84995,0,0,0.02963,0.10474,0.04926,0.05859,0,0.55713,0.10628,0.66434,0.23709,0.26144,0.1424,0.52937,0,0.11189,0.06839,0.21967,0.34335,0,0.08235,0,0.08395,0.17038,0.15095,0.05769,0.08294,0,0.16915,0.34314,0.05118,0.64335,1.28464,0.25946,0.17488,0.40423,0.08615,0.05033,0.62507,0.10062,0.11101,0.85212,0,0.39168,0.00279,0.19565,0.0278,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified,0,0.04183,0,1.11052,0.12223,0,0.05578,0,0,0,0.21986,0,0.68115,0,1.61982,0,0,0,0.39263,0.25302,0.1203,0,0.1848,0.08721,0.06368,0.01562,0.02879,1.15618,0.22978,0.79933,0.69322,0.28595,0.36207,0.0961,0.10939,0,0.08608,0.30267,0.367,0,0.06755,0,0.44834,0.05318,0.57303,0,1.17703,0.37141,0.00659,0,0.09521,0.11752,1.70118,0.09531,0.02229,0.06587,0.62641,0,0.07728,0.46394,0.0256,1.08167,0,0.26369,0.46592,0.85713,0.13277,0,0.16842,0.81238,0,0,0.02963,0.10474,0.04926,0.05859,0,0.54025,0.10628,0.65856,0.23709,0.23881,0.1424,0.45557,0,0.11189,0.06839,0.21967,0.31665,0,0.08235,0,0.08395,0.17038,0.15095,0.05769,0.08294,0,0.16915,0.32258,0.05118,0.6286,1.25816,0.25946,0.1704,0.40423,0.07494,0.05033,0.60234,0.10062,0.11101,0.78707,0,0.37626,0,0.19565,0.0278,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0,0,0,0.08853,0,0,0.07463,0,0,0,0.02979,0,0.09687,0,0.27687,0,0,0,0,0,0,0,0.00303,0,0,0,0,0.03434,0.05382,0.04531,0.05736,0,0.06075,0,0,0,0,0.06728,0.01337,0,0,0,0.03506,0,0.0708,0,0.04024,0.01819,0,0,0.01158,0,0.11196,0,0,0,0.03614,0,0,0.0463,0,0.03277,0,0,0.018,0.14543,0,0,0.02232,0.03757,0,0,0,0,0,0,0,0.01688,0,0.00578,0,0.02263,0,0.0738,0,0,0,0,0.02669,0,0,0,0,0,0,0,0,0,0,0.02056,0,0.01476,0.02649,0,0.00448,0,0.01121,0,0.02273,0,0,0.06505,0,0.01542,0.00279,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__GCF_000185705,0,0,0,0.08853,0,0,0.07463,0,0,0,0.02979,0,0.09687,0,0.27687,0,0,0,0,0,0,0,0.00303,0,0,0,0,0.03434,0.05382,0.04531,0.05736,0,0.06075,0,0,0,0,0.06728,0.01337,0,0,0,0.03506,0,0.0708,0,0.04024,0.01819,0,0,0.01158,0,0.11196,0,0,0,0.03614,0,0,0.0463,0,0.03277,0,0,0.018,0.14543,0,0,0.02232,0.03757,0,0,0,0,0,0,0,0.01688,0,0.00578,0,0.02263,0,0.0738,0,0,0,0,0.02669,0,0,0,0,0,0,0,0,0,0,0.02056,0,0.01476,0.02649,0,0.00448,0,0.01121,0,0.02273,0,0,0.06505,0,0.01542,0.00279,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33922,0,0,0,0,0,0,0.05277,0,0.00519,0,0,0.03959,0,0,0.02205,0,0.31144,0.28357,0,0,0,0,0.46173,0,0,0.08235,0,0,0,0.34025,0.14061,0,0.06963,0,0,0.19189,0,0.17484,0.01469,0.28778,0.1628,0,0.67803,0,0,0,0,0,0,0,0,0,0,0,0.37442,0,0,0,0,0.01492,0.08912,0,0.36971,1.06928,0,0,0.02004,0,0,0,0,0,0,0.09735,0.06122,0.06375,0.51582,0,0,0.08749,0.15163,0,0,0,0.14362,0,0,0.37803,0,0.06905,0.24086,0,0.74123,0.10612,0,0.21917,0.60075,0,0,0,0,0.01767,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33922,0,0,0,0,0,0,0,0,0,0,0,0.03959,0,0,0.02205,0,0.31144,0,0,0,0,0,0,0,0,0,0,0,0,0.07901,0.14061,0,0.03124,0,0,0.19189,0,0.17484,0.01469,0.28778,0.1628,0,0.67803,0,0,0,0,0,0,0,0,0,0,0,0.37442,0,0,0,0,0,0.01576,0,0.36971,0,0,0,0.02004,0,0,0,0,0,0,0.09735,0.06122,0.06375,0.04117,0,0,0.08749,0.15163,0,0,0,0.14362,0,0,0,0,0.06905,0.24086,0,0,0.10612,0,0,0,0,0,0,0,0.01767,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__Desulfovibrio_desulfuricans_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33922,0,0,0,0,0,0,0,0,0,0,0,0.03959,0,0,0.02205,0,0.31144,0,0,0,0,0,0,0,0,0,0,0,0,0.07901,0.14061,0,0.03124,0,0,0.19189,0,0.17484,0.01469,0.28778,0.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37442,0,0,0,0,0,0.01576,0,0.36971,0,0,0,0.02004,0,0,0,0,0,0,0.09735,0.06122,0.06375,0.04117,0,0,0.08749,0.15163,0,0,0,0.14362,0,0,0,0,0.06905,0.24086,0,0,0.10612,0,0,0,0,0,0,0,0.01767,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__GCF_000022125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05277,0,0.00519,0,0,0,0,0,0,0,0,0.28357,0,0,0,0,0.46173,0,0,0.08235,0,0,0,0.26124,0,0,0.03839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01492,0.07336,0,0,1.06928,0,0,0,0,0,0,0,0,0,0,0,0,0.47464,0,0,0,0,0,0,0,0,0,0,0.37803,0,0,0,0,0.74123,0,0,0.21917,0.60075,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__GCF_000156375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05277,0,0.00519,0,0,0,0,0,0,0,0,0.28357,0,0,0,0,0.46173,0,0,0.08235,0,0,0,0.26124,0,0,0.03839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01492,0.07336,0,0,1.06928,0,0,0,0,0,0,0,0,0,0,0,0,0.47464,0,0,0,0,0,0,0,0,0,0,0.37803,0,0,0,0,0.74123,0,0,0.21917,0.60075,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__GCF_000017725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,0.07374,0.50702,0,0,0.00974,0.35748,0.12301,0.6806,0,0.42882,0.3261,0.11627,0.01341,0.0823,0.28784,1.36989,0,0.34826,0.05954,0.06308,0.11755,0,0.22259,0.07163,0,0,0.13502,0.01865,0.06076,0,0,0,0.10414,0.06019,1.45492,0,0.13464,0.10273,0,0,0,0,0.50475,0.13131,0.64669,0.11296,0.1498,2.75934,0.0162,0.35406,0,0,0.31686,4.15863,3.16715,0.10661,0.2386,0,0,0.73307,1.78448,0,6.72922,0,0.51047,0.10009,0,0.09376,0,17.31962,0.13111,0.65511,0.49287,0,0,1.84828,0,0,0.03059,0.50476,0.1078,0.08513,0,0.39704,1.12629,0.13223,0.32724,0.62162,2.27986,0.59883,1.00427,0,0.07811,0.26152,0.89526,0.30687,0.29082,0,0.32619,0.59432,0.02706,0.16792,0,0,0.33594,0.67325,0.46615,2.06921,0,0.05005,1.54723,1.34129,0,0.35512,0,0.03762,0.87452,26.77553
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,0,0,0,0,0,0.35748,0.12301,0,0,0.03615,0.3261,0.11627,0.01341,0,0.11812,1.36989,0,0.1,0.05954,0,0.11755,0,0.22259,0,0,0,0.02495,0.01865,0.02263,0,0,0,0.02268,0.06019,0,0,0.13464,0.10273,0,0,0,0,0.50475,0,0.64669,0.11296,0.03555,2.70224,0,0.0146,0,0,0.31404,3.80697,3.0834,0.04945,0.2386,0,0,0.64869,1.78448,0,6.72922,0,0,0.10009,0,0,0,17.31962,0.04689,0.65511,0.06448,0,0,1.84828,0,0,0.03059,0.50476,0.1078,0.08513,0,0.39704,1.12629,0,0,0.62162,2.20931,0.54997,0.34614,0,0.07811,0,0.89526,0.30687,0.29082,0,0.2824,0.31313,0.02706,0.16792,0,0,0.33594,0.67325,0.26235,1.8945,0,0,1.52799,1.34129,0,0.17247,0,0.03762,0.87452,12.54732
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0,0,0,0,0,0.35748,0.12301,0,0,0.03615,0.3261,0.11627,0.01341,0,0.11812,1.36989,0,0.1,0.05954,0,0.11755,0,0.22259,0,0,0,0.02495,0.01865,0.02263,0,0,0,0.02268,0.06019,0,0,0.13464,0.10273,0,0,0,0,0.50475,0,0.64669,0.11296,0.03555,2.70224,0,0.0146,0,0,0.31404,3.80697,3.0834,0.04945,0.2386,0,0,0.64869,1.78448,0,6.72922,0,0,0.10009,0,0,0,17.31962,0.04689,0.65511,0.06448,0,0,1.84828,0,0,0.03059,0.50476,0.1078,0.08513,0,0.39704,1.12629,0,0,0.62162,2.20931,0.54997,0.34614,0,0.07811,0,0.89526,0.30687,0.29082,0,0.2824,0.31313,0.02706,0.16792,0,0,0.33594,0.67325,0.26235,1.8945,0,0,1.52799,1.34129,0,0.17247,0,0.03762,0.87452,12.54732
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15485,0,0,0,0,0,0,0,0,0.14119,0,0,0.02663,0,0,0.07287,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10949,0,0,0,0,0,0,0,0,0.12885,0,0,0.0063,0,0,0.06602,0,0,0,0
